,comment,date,+/-
242,"https://seekingalpha.com/article/4256243-teslas-model-3-sales-fall-82-percent-norway-76-percent-netherlands
","Apr 27, 2019 1:24AM ET",
243,"which price we can buy now or wait longer ???
","Apr 26, 2019 11:47PM ET",
244,"125 by November..
","Apr 26, 2019 11:32PM ET",
245,"had bought more share at 235 range today. :)
","Apr 26, 2019 8:56PM ET",
246,"Tesla is building one of the biggest building in the world in china. Plans to build Gigafactory 4 in Germany. They are unveiling their pick up truck this summer. In less than a month, Tesla will also have an auto insurance divison. Robotax within a year. T...Show more
","Apr 26, 2019 8:18PM ET",
247,"tesla is going to test the resistance of 250 on Monday. yay.
","Apr 26, 2019 8:13PM ET",
248,"Musk and SEC reach agreement.
","Apr 26, 2019 5:25PM ET",
249,"Still on it
","Apr 26, 2019 4:10PM ET",
250,"I mean seriously shorts, define the 'lies of Musk' you mention every day, since I clearly must have different definition. Thanks.
","Apr 26, 2019 4:07PM ET",
251,"It's raining money for shorts and yet they continue to ******* moan and complain.. Down 20%, up 20%, down 20%, up 20%, same old, same old.. They make great cars, they're not going anywhere.
","Apr 26, 2019 3:44PM ET",
252,"""We will delay $1k full self-driving option price increase until May 10 for those unable to order by May 1"" It looks like not many people bought that option.
","Apr 26, 2019 3:42PM ET",
253,"Panic sell = I buy.
","Apr 26, 2019 3:40PM ET",
254,"i heard they are gonna sell surfboards to make up for all the lost money
","Apr 26, 2019 3:26PM ET",
255,"it seems like NIO falling down at about 50% per month! Waiting under 200 in 1-2 weeks!!!
","Apr 26, 2019 3:25PM ET",
256,"perhaps under 230 with this panic
","Apr 26, 2019 3:16PM ET",
257,"wait the $140
","Apr 26, 2019 3:15PM ET",
258,"Id say around 215-220 the bottom, but i wont try, the bearish momentum is HUGE. Just run... and i like the company, but i like my money better. Trade safe
","Apr 26, 2019 3:14PM ET",
259,"I feel like Elon might pull out some tricks during the weekend, and on monday we will see a jump
","Apr 26, 2019 3:09PM ET",
260,"This hurts
","Apr 26, 2019 3:07PM ET",
261,"lol! like I said.. this will be low 100s by November..
","Apr 26, 2019 3:06PM ET",
262,"No point on buying right now, this still has room to go lower, I see it stopping at  around 190$
","Apr 26, 2019 3:01PM ET",
263,"how can tesla be dying when their closest competition is selling 1/2 the amount of EV sales
","Apr 26, 2019 2:56PM ET",
264,"Tine to buy, thanks guys!
","Apr 26, 2019 2:55PM ET",
265,"""someone"" try to keep this alive...
","Apr 26, 2019 2:52PM ET",
266,"Uber will buy Tesla after IPO
","Apr 26, 2019 2:49PM ET",
267,"Next week 190-210
","Apr 26, 2019 2:29PM ET",
268,"and people keep telling to buy into tesla... . . the brand is dying, poor CEO, other car companies are starting to release/catch up with electric car race, it is matter of time when Tesla is becomes irrelevant due to all the lies.
","Apr 26, 2019 2:27PM ET",
269,"These guys need about $4 billion in capital, this will come at a discount to the current price, so you will be looking at sub $180 a share.
","Apr 26, 2019 2:14PM ET",
270,"next week $200 .so they need offer more stock Monday before nobody want it
","Apr 26, 2019 2:13PM ET",
271,"funding secured
","Apr 26, 2019 1:58PM ET",
272,"nother leg down
","Apr 26, 2019 1:55PM ET",
273,"all those bohners that called 420 after earnings are super quiet.
","Apr 26, 2019 1:52PM ET",
274,"STILL OVERVALUED
","Apr 26, 2019 1:35PM ET",
275,"How much do Tesla likely need to raise through equity?
","Apr 26, 2019 1:27PM ET",
276,"It has been on a downtrend for long time. SMA 26 is on top, SMA 70 (the baseline) is on top. MACD is going down and under the 0 line; don't be a hero, don't try to catch it, this is not the right time to take any longs on this stock. If you are a bull wait...Show more
","Apr 26, 2019 1:21PM ET",
277,"For months I keep making the same mistake. That mistake is that I should have been adding more shorts the whole way down.
","Apr 26, 2019 1:14PM ET",
278,"Pushing towards near 172
","Apr 26, 2019 1:14PM ET",
279,"Companies with healthy debt, strong cashflow and operating income that operates in defensive model are prudent during the economic down turn. But TSLA will die first.
","Apr 26, 2019 1:13PM ET",
280,"Any suggestions regarding buying here or wait till Monday?
","Apr 26, 2019 1:05PM ET",
281,"Tough time to be bull. Well, if you look into it top analysts said $240, $260, $300, I think that will be the case.
","Apr 26, 2019 12:50PM ET",
282,"Sad, I liked ideas of this company, not to do with stock price rather idea of technologies in it
","Apr 26, 2019 12:49PM ET",
283,"If Tsla is valued like a ordinary car company, the stock should trade at around 30. There is a lot of hot air in this stock.
","Apr 26, 2019 12:49PM ET",
284,"this small rise are  also shorts, banks buy more stocks to suply the demand for shorts
","Apr 26, 2019 12:45PM ET",
285,"Margin call territory for Elon?
","Apr 26, 2019 12:45PM ET",
286,"next stock should be like this is NFLX be ready for that tooo
","Apr 26, 2019 12:41PM ET",
287,"This is now a waterfall as bulls are exhausted and cannot stand against selling bids of 10.000  per tick.
","Apr 26, 2019 12:39PM ET",
288,"ready for -30% crash a day?
","Apr 26, 2019 12:37PM ET",
289,"I'll give u a thumb-up if u can hold above 230 when close *joytears current_$234.67 (-12.94) _00:36 4/27 #TESLA $TSLA
","Apr 26, 2019 12:37PM ET",
290,"Its impossible to catch a falling knife, i tried twice. No more! Be careful
","Apr 26, 2019 12:37PM ET",
291,"this stock is coming in safe zone now.
","Apr 26, 2019 12:37PM ET",
292,"Ouah... impressive... when it is gona stop? Should I jump in or wait until the 180/190 range ?
","Apr 26, 2019 12:35PM ET",
293,"well this company, not just it did not earn a dime, it loosing money for so long time
","Apr 26, 2019 12:24PM ET",
294,"PPT or some other free cash org will step inn ...Im bullish on this ******
","Apr 26, 2019 12:23PM ET",
295,"did buy 180 shares up to now...iam holdings till end of the year...and by God well I will win...hoooold if you can
","Apr 26, 2019 12:22PM ET",
296,"ahhhhhhh!
","Apr 26, 2019 12:19PM ET",
297,"Gang. Down $11 today who is capitulating?
","Apr 26, 2019 12:18PM ET",
298,"This will be gone. And America vehicle companys are behind other countries car maker
","Apr 26, 2019 12:07PM ET",
299,"oy vey!
","Apr 26, 2019 12:06PM ET",
300,"Large fund sells because they have obligations but privates can hold as long as it takes. This stock is misspriced and soon will rise again. I’m buying 100 stocks now.
","Apr 26, 2019 12:01PM ET",
301,"elon prepare the joint and the whiskey to night is a party!!
","Apr 26, 2019 11:59AM ET",
302,"Waiting for 180
","Apr 26, 2019 11:55AM ET",
303,"wow they sold 400k in one shoot! amazing
","Apr 26, 2019 11:55AM ET",
304,"i am in when it hits $180
","Apr 26, 2019 11:52AM ET",
305,"166 next?
","Apr 26, 2019 11:50AM ET",
306,"239.98 what the ****!
","Apr 26, 2019 11:46AM ET",
307,"did buy yesterday at 248...and did buy today at 241...iam holding
","Apr 26, 2019 11:39AM ET",
308,"I will close my short position when bulls on this forum capitulate. That will be the real bottom.
","Apr 26, 2019 11:32AM ET",
309,"WTI close your put is coming !!
","Apr 26, 2019 11:29AM ET",
310,"If 240 is a red line for Musk, dont you expect that he will act ?
","Apr 26, 2019 11:19AM ET",
311,"Don't expect any twits from Elon Musk anytime soon. Not until dust settles but note it broke $242?
","Apr 26, 2019 10:57AM ET",
312,"How this Tesla news about exploding will affect Tesla stock?
","Apr 26, 2019 10:52AM ET",
313,"ok fidelity is selling big support gone
","Apr 26, 2019 10:50AM ET",
314,"What you think about this?. TSLA short interest is $8.43 billion; 34.03 million shares shorted; 36.89% of its float. There are around 13 million shares of Tesla available to borrow
","Apr 26, 2019 10:48AM ET",
315,"bulls are trying very hard ( candles with long tails) , yet simply cannot bring this up.
","Apr 26, 2019 10:44AM ET",
316,"Ok I finally sold 20, $240 puts @ .85 expiring today!
","Apr 26, 2019 10:39AM ET",
317,"WTI did you buy or looking for dip
","Apr 26, 2019 10:24AM ET",
318,"Is this the bottom?
","Apr 26, 2019 10:16AM ET",
319,"The biggest issue now is the possibility of share dilution. I guess it is why such a drop. Other news do not impact telsa believers. So the next big support (188) is a possibility in short term
","Apr 26, 2019 10:15AM ET",
320,"All your bulls' news or data comes from Teslarati or Electrek. No wonder you don't have a clue what is really going on in this company.
","Apr 26, 2019 10:13AM ET",
321,"cmon teslerati buy more to support this company!$4000 soon !
","Apr 26, 2019 10:11AM ET",
322,"Support at $242. Get in now before the trainn heads off to 280-300
","Apr 26, 2019 10:10AM ET",
323,"support on $242. great buy opportunity
","Apr 26, 2019 10:10AM ET",
324,"i know some donkey that bought at 330...wow
","Apr 26, 2019 10:07AM ET",
325,"We’re in for a wild ride today boys.
","Apr 26, 2019 10:07AM ET",
326,"I entered yesterday, wish could add some more today as well.
","Apr 26, 2019 10:03AM ET",
327,"As soon as bulls are trying to fight back, they are getting trampelled over by huge ( up to 60000 per tick) selling bids.
","Apr 26, 2019 10:03AM ET",
328,"Going down. Bankrupcy in 7 months
","Apr 26, 2019 10:02AM ET",
329,"I got the feeling we will see another $10 drop today
","Apr 26, 2019 10:01AM ET",
330,"WTI what about Boeing ?? give me a clue.please my friend.
","Apr 26, 2019 9:57AM ET",
331,"show me the money.
","Apr 26, 2019 9:56AM ET",
332,"This baby is going down a lot more because it broke below lower channel  new lows are coming!
","Apr 26, 2019 9:52AM ET",
333,"Oversold.
","Apr 26, 2019 9:49AM ET",
334,"look at the chart below. what a gap down. bulls were trying to fight back ( second green candle), yet were just overtrampled through sky high bids.
","Apr 26, 2019 9:47AM ET",
335,"It had to rebound here or it will be a mess.
","Apr 26, 2019 9:45AM ET",
336,"I'm still eating the bulls for leftovers. Piling up the dead bulls on this one.
","Apr 26, 2019 9:42AM ET",
337,"buulls are fighting back, yet bids are sky high. will be difficult to hold the line.
","Apr 26, 2019 9:38AM ET",
338,"below 245 on gigantic bid and volume. there could be more to come.
","Apr 26, 2019 9:33AM ET",
339,"premarket down to 245.2. looks like we are going to a steep slump.
","Apr 26, 2019 9:21AM ET",
340,"Cancelled my buy $245 going lower
","Apr 26, 2019 9:19AM ET",
341,"If you think Tesla was bad look at Daimler Benz's 1st quarter earnings
","Apr 26, 2019 5:24AM ET",
342,"I am not tge only one who realized a steep fall of Tesla sales in April down 82% in Norway and -76% in Netherland. https://seekingalpha.com/article/4256243-teslas-model-3-sales-fall-82-percent-norway-76-percent-netherlands
","Apr 26, 2019 5:18AM ET",
343,"Walls are going up at Tesla Shanghai Gigafactory. http://v.qq.com/x/cover/vot02uln683i85k/p0030r69sm3.html
","Apr 26, 2019 5:09AM ET",
344,"I have just realised what a robot-taxi means. So you buy a Tesla, let's say you are a freelance and you have one day off, you can just use your own Tesla as a robo-taxi and it will go an pick and drop passengers and you earn money. This is the future I was...Show more
","Apr 26, 2019 4:42AM ET",
345,"Tesla's biggest problem now is not demand, it's not competition, it's not their logistics, and it's not even FCF. Their biggest problem is that the SEC has muzzled Musk, who can no longer ramp the share price, which as it dives will in turn put enormous pr...Show more
","Apr 26, 2019 2:01AM ET",
346,"Tesla is facing increased competition. In Norway, Jaguar iPace had 10 times more deliveries than Model S and Volkswagen eGolf had the same delliveries than Model 3. Tesla is just another normal car producer and does not deserve a valuation premium anymore.
","Apr 25, 2019 11:08PM ET",
347,"I am not losing only when the market is closed... god made these days pass fast...
","Apr 25, 2019 10:21PM ET",
348,"testing 200
","Apr 25, 2019 10:03PM ET",
349,"$240 is the line in the sand it costMusk $4.2 Mil In margin call for every dollar below 240 on a 1 billion dollar loan
","Apr 25, 2019 8:48PM ET",
350,"#Jesus ... Is $190 ur next stop, #Tesla ? *joytears #eyesrolling C0425'09_$247.63_
","Apr 25, 2019 7:33PM ET",
351,"Don't worry everyone - Elon may not be capable of deliveries, sales, or production, but he will definitely be able to reach Level 5 Automation and achieve every regulatory hurdle in the next 10 months! LOL he would never tell a lie.
","Apr 25, 2019 6:47PM ET",
